CM020861.1	9340606	9340636	1	0
CM020861.1	9340606	9340636	2	0
CM020861.1	9340606	9340636	3	0
CM020861.1	9340606	9340636	4	0
CM020861.1	9340606	9340636	5	0
CM020861.1	9340606	9340636	6	0
CM020861.1	9340606	9340636	7	0
CM020861.1	9340606	9340636	8	0
CM020861.1	9340606	9340636	9	0
CM020861.1	9340606	9340636	10	0
CM020861.1	9340606	9340636	11	0
CM020861.1	9340606	9340636	12	0
CM020861.1	9340606	9340636	13	0
CM020861.1	9340606	9340636	14	0
CM020861.1	9340606	9340636	15	0
CM020861.1	9340606	9340636	16	0
CM020861.1	9340606	9340636	17	0
CM020861.1	9340606	9340636	18	0
CM020861.1	9340606	9340636	19	0
CM020861.1	9340606	9340636	20	0
CM020861.1	9340606	9340636	21	0
CM020861.1	9340606	9340636	22	0
CM020861.1	9340606	9340636	23	0
CM020861.1	9340606	9340636	24	0
CM020861.1	9340606	9340636	25	0
CM020861.1	9340606	9340636	26	0
CM020861.1	9340606	9340636	27	0
CM020861.1	9340606	9340636	28	0
CM020861.1	9340606	9340636	29	0
CM020861.1	9340606	9340636	30	0
CM020861.1	11622717	11622747	1	0
CM020861.1	11622717	11622747	2	0
CM020861.1	11622717	11622747	3	0
CM020861.1	11622717	11622747	4	0
CM020861.1	11622717	11622747	5	0
CM020861.1	11622717	11622747	6	0
CM020861.1	11622717	11622747	7	0
CM020861.1	11622717	11622747	8	0
CM020861.1	11622717	11622747	9	0
CM020861.1	11622717	11622747	10	0
CM020861.1	11622717	11622747	11	0
CM020861.1	11622717	11622747	12	0
CM020861.1	11622717	11622747	13	0
CM020861.1	11622717	11622747	14	0
CM020861.1	11622717	11622747	15	0
CM020861.1	11622717	11622747	16	0
CM020861.1	11622717	11622747	17	0
CM020861.1	11622717	11622747	18	0
CM020861.1	11622717	11622747	19	0
CM020861.1	11622717	11622747	20	0
CM020861.1	11622717	11622747	21	0
CM020861.1	11622717	11622747	22	0
CM020861.1	11622717	11622747	23	0
CM020861.1	11622717	11622747	24	0
CM020861.1	11622717	11622747	25	0
CM020861.1	11622717	11622747	26	0
CM020861.1	11622717	11622747	27	0
CM020861.1	11622717	11622747	28	0
CM020861.1	11622717	11622747	29	0
CM020861.1	11622717	11622747	30	0
CM020861.1	15256312	15256342	1	205
CM020861.1	15256312	15256342	2	207
CM020861.1	15256312	15256342	3	209
CM020861.1	15256312	15256342	4	209
CM020861.1	15256312	15256342	5	210
CM020861.1	15256312	15256342	6	205
CM020861.1	15256312	15256342	7	202
CM020861.1	15256312	15256342	8	196
CM020861.1	15256312	15256342	9	196
CM020861.1	15256312	15256342	10	198
CM020861.1	15256312	15256342	11	197
CM020861.1	15256312	15256342	12	200
CM020861.1	15256312	15256342	13	199
CM020861.1	15256312	15256342	14	198
CM020861.1	15256312	15256342	15	187
CM020861.1	15256312	15256342	16	195
CM020861.1	15256312	15256342	17	195
CM020861.1	15256312	15256342	18	195
CM020861.1	15256312	15256342	19	196
CM020861.1	15256312	15256342	20	197
CM020861.1	15256312	15256342	21	198
CM020861.1	15256312	15256342	22	201
CM020861.1	15256312	15256342	23	198
CM020861.1	15256312	15256342	24	196
CM020861.1	15256312	15256342	25	196
CM020861.1	15256312	15256342	26	199
CM020861.1	15256312	15256342	27	201
CM020861.1	15256312	15256342	28	200
CM020861.1	15256312	15256342	29	202
CM020861.1	15256312	15256342	30	203
CM020861.1	15280863	15280893	1	0
CM020861.1	15280863	15280893	2	0
CM020861.1	15280863	15280893	3	0
CM020861.1	15280863	15280893	4	0
CM020861.1	15280863	15280893	5	0
CM020861.1	15280863	15280893	6	0
CM020861.1	15280863	15280893	7	0
CM020861.1	15280863	15280893	8	0
CM020861.1	15280863	15280893	9	0
CM020861.1	15280863	15280893	10	0
CM020861.1	15280863	15280893	11	0
CM020861.1	15280863	15280893	12	0
CM020861.1	15280863	15280893	13	0
CM020861.1	15280863	15280893	14	0
CM020861.1	15280863	15280893	15	0
CM020861.1	15280863	15280893	16	0
CM020861.1	15280863	15280893	17	0
CM020861.1	15280863	15280893	18	0
CM020861.1	15280863	15280893	19	0
CM020861.1	15280863	15280893	20	0
CM020861.1	15280863	15280893	21	0
CM020861.1	15280863	15280893	22	0
CM020861.1	15280863	15280893	23	0
CM020861.1	15280863	15280893	24	0
CM020861.1	15280863	15280893	25	0
CM020861.1	15280863	15280893	26	0
CM020861.1	15280863	15280893	27	0
CM020861.1	15280863	15280893	28	0
CM020861.1	15280863	15280893	29	0
CM020861.1	15280863	15280893	30	0
CM020861.1	15256312	15256342	1	205
CM020861.1	15256312	15256342	2	207
CM020861.1	15256312	15256342	3	209
CM020861.1	15256312	15256342	4	209
CM020861.1	15256312	15256342	5	210
CM020861.1	15256312	15256342	6	205
CM020861.1	15256312	15256342	7	202
CM020861.1	15256312	15256342	8	196
CM020861.1	15256312	15256342	9	196
CM020861.1	15256312	15256342	10	198
CM020861.1	15256312	15256342	11	197
CM020861.1	15256312	15256342	12	200
CM020861.1	15256312	15256342	13	199
CM020861.1	15256312	15256342	14	198
CM020861.1	15256312	15256342	15	187
CM020861.1	15256312	15256342	16	195
CM020861.1	15256312	15256342	17	195
CM020861.1	15256312	15256342	18	195
CM020861.1	15256312	15256342	19	196
CM020861.1	15256312	15256342	20	197
CM020861.1	15256312	15256342	21	198
CM020861.1	15256312	15256342	22	201
CM020861.1	15256312	15256342	23	198
